,cc,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,Cons,BokoHaram,is_urban
53,441709,5109034,566,NIG2937,2937,29/12/2010,40541,2010,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Reuters,International,"A radical Islamist sect conducted four separate targeted attacks on civilians in Maiduguri, killing all four.",4,1554377325,NGA,117819,1,True
54,441746,4951572,566,NIG2932,2932,29/12/2010,40541,2010,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Police Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Reuters,International,A radical Islamist sect attacked a police patrol in Maiduguri. The attack was carried out by suspected Boko Haram members who burnt down the patrol van and exchanged fire with surviving officers.,0,1552577542,NGA,117831,1,True
55,441502,4951343,566,NIG2943,2943,3/01/2011,40546,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Police Forces of Nigeria (1999-2015),7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Suspected members of a radical Islamist sect blamed for a spate of recent attacks in northern Nigeria shot dead an off-duty policeman in Maiduguri. The victim was wearing civilian clothes and was about to enter his home when the attack took place.,1,1552577542,NGA,117741,1,True
56,441458,4951306,566,NIG2945,2945,4/01/2011,40547,2011,1,Riots,Mob violence,Rioters (Nigeria),Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,5,Police Forces of Nigeria (1999-2015) Prison Guards,,1,15,Western Africa,Nigeria,Adamawa,Girei,,Jimeta,9.2833,12.4667,1,All Africa,Regional,A riot broke out at Jimeta Prison complex when suspected Boko Haram inmates attempted a prison break by overpowering guards. The attempted break-out was unsuccessful.,0,1552577542,NGA,117719,1,True
58,440694,4950565,566,NIG2971,2971,23/01/2011,40566,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Military Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Suspected members of an Islamist sect blamed for a series of attacks in Nigerias north shot dead a soldier guarding a church on Sunday and stole his rifle. Attackers on motorcycles killed the soldier in the city of Maiduguri.,1,1552577541,NGA,117254,1,True
57,440688,4950567,566,NIG2970,2970,23/01/2011,40566,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Military Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Biu,,Biu,10.6129,12.1946,1,Agence France Presse,International,"Suspected members of an Islamist sect opened fire at a checkpoint in northern Nigeria, killing a soldier. The attackers killed the soldier on Sunday night and wounded two others at a checkpoint in the town of Biu, 200 kilometres (125 miles) south of Maiduguri.",1,1552577541,NGA,117252,1,True
59,440628,4950513,566,NIG2974,2974,24/01/2011,40567,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Military Forces of Nigeria (1999-2015),7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Motorcycle-riding gunmen killed an off-duty military officer as he exited a mosque in Maiduguri.,1,1552577541,NGA,117225,1,True
60,440557,4950422,566,NIG2977,2977,26/01/2011,40569,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Police Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Gunmen suspected to be members of Islamist sect Boko Haram opened fire on police guarding voter registration equipment at a school in northern Nigeria, killing one officer and critically injuring another. Officers engaged in a shootout with the gunmen for about five minutes but were overpowered.",1,1552577541,NGA,117166,1,True
61,440424,4950336,566,NIG2985,2985,28/01/2011,40571,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),ANPP: All Nigeria Peoples Party,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Gunmen shot dead a leading governorship candidate and six others on Friday in northern Nigeria in a suspected political assassination ahead of April elections. Witnesses said that four gunmen arrived on two motorbikes as Modu Fannami Gubio was sitting outside after greeting his father following Fridays Muslim. Others killed were his younger brother, security aides and political associates. Boko Haram later claimed responsibility for the attack.",7,1552577541,NGA,117087,1,True
62,440425,4950337,566,NIG2984,2984,28/01/2011,40571,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Students (Nigeria),7,37,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285,8.8921,1,Agence France Presse,International,"Motorcycle-riding attackers stabbed thre University of Jos students, leading to protests and clashes over the following days.",0,1552577541,NGA,117088,1,True
63,440407,4950282,566,NIG2986,2986,29/01/2011,40572,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Military Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Elsewhere in Maiduguri, gunmen attacked an army checkpoint Saturday night, damaging a military vehicle in a four-minute gun battle.",0,1552577540,NGA,117072,1,True
64,440369,4950259,566,NIG2989,2989,30/01/2011,40573,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Police Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Two suspected members of an Islamist sect and a policeman were killed Sunday in a checkpoint shootout. The gunmen who arrived in a car opened fire on the three policemen on duty at the check point who returned fire that led to a shootout in which two of the attackers and a police corporal were killed.,3,1552577540,NGA,117047,1,True
65,440279,4950152,566,NIG2994,2994,1/02/2011,40575,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Police Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Reuters,International,"Suspected members of a radical Islamist sect in northeastern Nigeria shot dead a senior police officer on Tuesday. The assailants opened fire on his car, killing him on the spot and critically injuring his young daughter who was with him.",1,1552577540,NGA,116999,1,True
66,440221,4950101,566,NIG2995,2995,2/02/2011,40576,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Police Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Biu,,Biu,10.6129,12.1946,1,Agence France Presse,International,A policeman was shot and killed and another one badly injured by gunmen suspected to be members of Boko Haram who attacked the house of the police area commander in Biu where the policemen were on duty guarding the residence.,1,1552577540,NGA,116980,1,True
67,438961,4948810,566,NIG3018,3018,26/02/2011,40600,2011,1,Battles,Armed clash,Police Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Police said they had shot dead a man financing a radical Islamist sect in northern Nigeria and arrested another man suspected of supplying the group with arms. The man financing the Bokom Haram sect was killed when a shootout broke out during a raid on one of the groups hideouts.,1,1552577539,NGA,116301,1,True
68,438787,4948685,566,NIG3022,3022,1/03/2011,40603,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Police Forces of Nigeria (1999-2015),7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Motor-cycle riding gunmen shot another off-duty policeman along airport road on his way home less than an hour after the first attack.,1,1552577539,NGA,116197,1,True
69,438788,4948686,566,NIG3021,3021,1/03/2011,40603,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Police Forces of Nigeria (1999-2015),7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Gunmen suspected to belong to Boko Haram went to the residence of an off-duty police inspector where he was sitting with his friend and shot him in the chest and thigh. The officer succeeded in killing one of his assailants before he died.,2,1552577539,NGA,116198,1,True
70,438286,4948181,566,NIG3028,3028,13/03/2011,40615,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Muslim Group (Nigeria),7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Gunmen shot and killed a Muslim cleric highly critical of a hardline Islamist sect, in an attack outside his home in Maiduguri. The attackers, who were in a sports utility vehicle, gunned down Ibrahim Abdullahi Bolori outside his house, which is just next to a mosque. The victim had been an outspoken critic of the radical Islamist group known as Boko Haram.",1,1552577538,NGA,115906,1,True
71,438044,4947940,566,NIG3033,3033,18/03/2011,40620,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Muslim Group (Nigeria),7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,Gunmen on Friday shot dead a Muslim cleric in northern Nigeria. Four gunmen knocked on the door of the clerics home in the city of Maiduguri and shot him in the stomach and thigh.,1,1552577538,NGA,115790,1,True
72,437609,4947502,566,NIG3038,3038,27/03/2011,40629,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),ANPP: All Nigeria Peoples Party,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Four gunmen suspected to be members of a radical Islamist sect opened fire on a group of party politicians in eastern Nigeria. The attackers shot Modu Gana Makanike, an All Nigerian Peoples Party (ANPP) youth leader, in the chest and head shortly after a political meeting Sunday of partys chieftains in the city of Maiduguri.",1,1552577537,NGA,115561,1,True
73,437499,4947390,566,NIG3039,3039,29/03/2011,40631,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),ANPP: All Nigeria Peoples Party,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Suspected Islamist sect members on Tuesday opened fire outside of a political rally in northern Nigeria, sparking panic and a stampede that killed at least four people. Three suspected members of Boko Haram fired several shots from their AK-47 rifles from outside the venue, which caused panic and a stampede among party supporters attending the rally. This resulted in the deaths of four people. The attackers slipped away before they could be arrested.",4,1552577537,NGA,115495,1,True
74,437407,4947339,566,NIG3040,3040,30/03/2011,40632,2011,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),Muslim Group (Nigeria),7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"A Muslim cleric critical of a radical Islamic sect in northern Nigeria late Wednesday escaped a bomb attack by suspected Islamists that destroyed his drug store. Two motorcycle-riding suspected members of Boko Haram in the northern city of Maiduguri threw a home-made bomb into the store of Muhammad Mustapha, a druggist and preacher, but he was alerted by neighbours before it could detonate.",0,1552577537,NGA,115442,1,True
75,437255,4947233,566,NIG3041,3041,1/04/2011,40634,2011,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Police Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Bauchi,Bauchi,,Bauchi,10.3134,9.8433,1,Agence France Presse,International,"Suspected Islamists have attacked a police station in northern Nigeria with explosives ahead of Saturdays parliamentary vote, injuring two police officers.",0,1552577537,NGA,115389,1,True
76,436938,4946832,566,NIG3050,3050,8/04/2011,40641,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),PDP: Peoples Democratic Party,7,37,Western Africa,Nigeria,Borno,Shani,Shani,Shani,10.2167,12.05,1,Reuters,International,"Gunmen shot dead four people in northeastern Nigeria, including a ruling party official, as they prepared to distribute election materials on Friday. The attack happened at a police station in Shani in Borno state and the victims included the local government secretary of the ruling Peoples Democratic Party.",4,1552577537,NGA,115246,1,False
77,436018,4945965,566,NIG3116,3116,24/04/2011,40657,2011,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Three bomb blasts have hit a city in northeastern Nigeria, leaving a number of people killed and wounded in an attack believed to have been carried out by Islamist sect, Boko Haram. Two blasts occurred at a hotel tavern in the city. At least three killed and eight wounded.",3,1552577535,NGA,114781,1,True
78,435966,4945895,566,NIG3117,3117,25/04/2011,40658,2011,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Police Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Police in Maiduguri reported a fresh explosion Monday morning when a bomb was tossed at one of its patrol vans by attackers on a motorcycle, leaving one policeman wounded.",0,1552577535,NGA,114757,1,True
79,435908,4945798,566,NIG3120,3120,27/04/2011,40660,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Nigerian police hunted a suspected Islamist sect member on Wednesday who opened fire at a polling station in the countrys northeast, killing one person and wounding four.",1,1552577535,NGA,114734,1,True
80,435278,4945171,566,NIG3123,3123,12/05/2011,40675,2011,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Two motorcycle-riding gunmen opened fire late Thursday on local chief, Abba Mukhtar, outside his home in Maiduguri, killing him and seriously injuring his friend.",1,1552577534,NGA,114453,1,True
81,435231,4945140,566,NIG3126,3126,13/05/2011,40676,2011,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"An explosive device killed two pedestrians in the Nigerian city of Maiduguri. Police have blamed the Islamist sect known as Boko Haram. The explosive device may have been intended to target a joint police and military patrol, but detonated when disturbed by civilian pedestrians.",2,1552577534,NGA,114430,1,True
82,435187,4945036,566,NIG3128,3128,15/05/2011,40678,2011,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Military Forces of Nigeria (1999-2015),,1,13,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"An army patrol team came under attack in Gwange district of Maiduguri on Sunday night, leading to a shootout that lasted for 30 minutes. No details on casualties. 150 militants were later arrested in connection with the ambush.",0,1552577534,NGA,114405,1,True
